user_id,signup_date,acquisition_channel,ab_test_group,age_groups,device
U05991,2025-03-06,Facebook,Variant,18-24,Mobile
U05992,2025-01-23,Facebook,Control,45+,Mobile
U05993,2025-03-19,Instagram,Control,45+,Mobile
U05994,2025-01-16,Facebook,Control,35-44,Mobile
U05995,2025-01-20,Organic,Variant,45+,Mobile
U05996,2025-03-22,TikTok,Control,25-34,Mobile
U05997,2025-03-29,Facebook,Control,25-34,Mobile
U05998,2025-01-07,Instagram,Control,25-34,Mobile
U05999,2025-01-05,Facebook,Variant,35-44,Mobile
U06000,2025-01-23,Organic,Variant,18-24,Mobile
U06001,2025-02-11,Instagram,Control,35-44,Mobile
U06002,2025-01-29,Facebook,Variant,45+,Desktop
U06003,2025-02-02,Facebook,Variant,35-44,Mobile
U06004,2025-02-20,Facebook,Control,45+,Mobile
U06005,2025-01-22,Facebook,Control,45+,Tablet
U06006,2025-03-11,Facebook,Control,18-24,Mobile
U06007,2025-03-20,Facebook,Control,35-44,Mobile
U06008,2025-01-19,Facebook,Variant,25-34,Desktop
U06009,2025-03-20,Facebook,Variant,45+,Desktop
U06010,2025-02-19,Facebook,Control,45+,Mobile
U06011,2025-03-22,Facebook,Variant,25-34,Mobile
U06012,2025-02-24,Instagram,Variant,35-44,Desktop
U06013,2025-01-15,TikTok,Variant,18-24,Mobile
U06014,2025-02-12,Instagram,Variant,45+,Mobile
U06015,2025-03-25,TikTok,Variant,35-44,Desktop
U06016,2025-03-15,Instagram,Variant,18-24,Desktop
U06017,2025-03-29,Organic,Control,35-44,Desktop
U06018,2025-03-15,TikTok,Variant,18-24,Tablet
U06019,2025-03-06,Facebook,Variant,18-24,Mobile
U06020,2025-03-01,Google Ads,Control,25-34,Mobile
U06021,2025-02-04,TikTok,Variant,18-24,Mobile
U06022,2025-01-26,Google Ads,Control,35-44,Desktop
U06023,2025-02-03,TikTok,Variant,25-34,Mobile
U06024,2025-01-02,TikTok,Variant,35-44,Mobile
U06025,2025-03-13,Organic,Control,45+,Mobile
U06026,2025-03-19,Facebook,Control,25-34,Mobile
U06027,2025-01-01,TikTok,Variant,35-44,Mobile
U06028,2025-03-23,TikTok,Variant,45+,Mobile
U06029,2025-01-19,Referral,Variant,25-34,Mobile
U06030,2025-01-19,Facebook,Control,45+,Mobile
U06031,2025-01-09,Facebook,Control,18-24,Mobile
U06032,2025-02-09,Organic,Variant,45+,Mobile
U06033,2025-02-08,Google Ads,Control,25-34,Tablet
U06034,2025-02-05,Google Ads,Control,18-24,Mobile
U06035,2025-02-12,TikTok,Control,35-44,Mobile
U06036,2025-03-01,Google Ads,Control,45+,Desktop
U06037,2025-02-27,TikTok,Control,45+,Mobile
U06038,2025-01-30,Referral,Variant,25-34,Mobile
U06039,2025-01-24,Google Ads,Variant,18-24,Mobile
U06040,2025-01-10,TikTok,Control,18-24,Mobile
U06041,2025-01-31,Google Ads,Variant,45+,Tablet
U06042,2025-03-06,TikTok,Control,35-44,Mobile
U06043,2025-02-13,Instagram,Control,45+,Mobile
U06044,2025-02-01,TikTok,Control,45+,Mobile
U06045,2025-02-22,TikTok,Variant,45+,Mobile
U06046,2025-01-27,TikTok,Control,45+,Desktop
U06047,2025-03-20,TikTok,Variant,45+,Tablet
U06048,2025-03-02,Google Ads,Variant,45+,Mobile
U06049,2025-03-21,TikTok,Control,18-24,Tablet
U06050,2025-03-08,Facebook,Variant,45+,Mobile
U06051,2025-01-02,TikTok,Control,45+,Desktop
U06052,2025-02-03,Facebook,Variant,25-34,Tablet
U06053,2025-02-24,Organic,Control,25-34,Mobile
U06054,2025-02-05,Google Ads,Control,35-44,Mobile
U06055,2025-01-06,Facebook,Control,35-44,Mobile
U06056,2025-02-28,Google Ads,Control,25-34,Mobile
U06057,2025-03-28,Facebook,Control,25-34,Mobile
U06058,2025-03-06,Facebook,Control,18-24,Tablet
U06059,2025-02-26,Facebook,Variant,45+,Mobile
U06060,2025-03-14,Organic,Variant,35-44,Mobile
U06061,2025-02-23,Instagram,Control,18-24,Mobile
U06062,2025-02-26,Google Ads,Control,45+,Desktop
U06063,2025-03-26,TikTok,Control,18-24,Mobile
U06064,2025-03-27,Google Ads,Control,45+,Mobile
U06065,2025-02-21,Instagram,Variant,18-24,Tablet
U06066,2025-01-09,Facebook,Control,18-24,Mobile
U06067,2025-03-10,Instagram,Control,45+,Mobile
U06068,2025-01-10,Instagram,Control,35-44,Mobile
U06069,2025-03-18,Facebook,Variant,18-24,Mobile
U06070,2025-01-03,Organic,Control,35-44,Desktop
U06071,2025-02-10,Facebook,Control,25-34,Mobile
U06072,2025-01-29,Facebook,Variant,25-34,Mobile
U06073,2025-03-31,Organic,Control,45+,Mobile
U06074,2025-03-24,Facebook,Variant,35-44,Mobile
U06075,2025-03-12,Referral,Variant,25-34,Desktop
U06076,2025-01-03,Facebook,Variant,25-34,Mobile
U06077,2025-02-07,Instagram,Control,45+,Desktop
U06078,2025-01-20,Facebook,Variant,35-44,Mobile
U06079,2025-01-06,TikTok,Control,18-24,Mobile
U06080,2025-01-13,TikTok,Control,45+,Mobile
U06081,2025-01-09,Instagram,Variant,18-24,Mobile
U06082,2025-02-26,TikTok,Control,25-34,Mobile
U06083,2025-03-19,Organic,Variant,18-24,Mobile
U06084,2025-01-31,Facebook,Control,25-34,Mobile
U06085,2025-01-06,Organic,Control,18-24,Mobile
U06086,2025-01-29,TikTok,Variant,18-24,Tablet
U06087,2025-01-19,TikTok,Variant,18-24,Mobile
U06088,2025-02-09,Instagram,Control,18-24,Desktop
U06089,2025-03-11,Google Ads,Control,35-44,Mobile
U06090,2025-03-17,TikTok,Control,18-24,Mobile
U06091,2025-01-06,Google Ads,Control,45+,Mobile
U06092,2025-02-12,Referral,Control,18-24,Mobile
U06093,2025-02-15,Organic,Control,35-44,Mobile
U06094,2025-01-22,TikTok,Control,45+,Mobile
U06095,2025-01-01,Organic,Variant,18-24,Desktop
U06096,2025-03-16,Referral,Variant,45+,Mobile
U06097,2025-03-13,Google Ads,Control,45+,Mobile
U06098,2025-03-18,Google Ads,Control,18-24,Mobile
U06099,2025-03-01,TikTok,Control,18-24,Mobile
U06100,2025-03-14,Google Ads,Control,35-44,Mobile
U06101,2025-01-26,TikTok,Variant,45+,Mobile
U06102,2025-01-10,Instagram,Control,18-24,Mobile
U06103,2025-01-26,Google Ads,Variant,18-24,Desktop
U06104,2025-03-26,Facebook,Variant,45+,Mobile
U06105,2025-03-21,Google Ads,Variant,18-24,Desktop
U06106,2025-02-05,Facebook,Control,35-44,Mobile
U06107,2025-03-06,Instagram,Control,35-44,Mobile
U06108,2025-02-11,Google Ads,Control,35-44,Mobile
U06109,2025-01-04,Facebook,Variant,45+,Mobile
U06110,2025-02-01,TikTok,Variant,35-44,Desktop
U06111,2025-01-15,Organic,Control,45+,Desktop
U06112,2025-03-23,Google Ads,Control,18-24,Mobile
U06113,2025-02-17,Instagram,Variant,25-34,Desktop
U06114,2025-01-19,Referral,Variant,45+,Mobile
U06115,2025-02-05,Google Ads,Variant,45+,Desktop
U06116,2025-02-09,TikTok,Variant,18-24,Mobile
U06117,2025-03-03,Instagram,Control,18-24,Mobile
U06118,2025-02-21,Facebook,Variant,18-24,Mobile
U06119,2025-03-31,Instagram,Control,25-34,Tablet
U06120,2025-01-17,TikTok,Control,25-34,Mobile
U06121,2025-01-10,Facebook,Variant,25-34,Mobile
U06122,2025-02-06,Google Ads,Variant,18-24,Mobile
U06123,2025-01-23,Organic,Variant,18-24,Mobile
U06124,2025-01-27,Instagram,Variant,18-24,Mobile
U06125,2025-02-02,Facebook,Control,45+,Desktop
U06126,2025-03-03,Facebook,Control,25-34,Mobile
U06127,2025-02-14,Referral,Variant,35-44,Mobile
U06128,2025-03-31,Facebook,Control,25-34,Mobile
U06129,2025-01-08,TikTok,Variant,18-24,Mobile
U06130,2025-01-30,Instagram,Variant,25-34,Mobile
U06131,2025-01-28,Facebook,Control,18-24,Mobile
U06132,2025-03-13,Instagram,Control,25-34,Tablet
U06133,2025-01-16,Facebook,Variant,45+,Desktop
U06134,2025-03-07,Instagram,Variant,25-34,Mobile
U06135,2025-01-17,Instagram,Control,25-34,Desktop
U06136,2025-02-12,TikTok,Variant,18-24,Tablet
U06137,2025-03-05,TikTok,Variant,18-24,Mobile
U06138,2025-03-16,TikTok,Variant,45+,Mobile
U06139,2025-01-28,Google Ads,Variant,45+,Desktop
U06140,2025-03-07,Google Ads,Control,35-44,Mobile
U06141,2025-02-11,Facebook,Variant,35-44,Mobile
U06142,2025-03-10,TikTok,Control,45+,Desktop
U06143,2025-02-25,Instagram,Variant,45+,Mobile
U06144,2025-03-28,Instagram,Control,45+,Tablet
U06145,2025-01-03,Google Ads,Variant,18-24,Mobile
U06146,2025-02-01,Google Ads,Variant,35-44,Mobile
U06147,2025-03-07,Instagram,Variant,45+,Mobile
U06148,2025-03-01,Facebook,Control,18-24,Desktop
U06149,2025-03-29,Organic,Variant,45+,Mobile
U06150,2025-02-01,Facebook,Control,18-24,Tablet
U06151,2025-01-04,TikTok,Control,25-34,Mobile
U06152,2025-03-06,Facebook,Control,18-24,Mobile
U06153,2025-01-18,Instagram,Variant,25-34,Mobile
U06154,2025-03-31,Facebook,Control,35-44,Mobile
U06155,2025-03-12,Facebook,Control,25-34,Desktop
U06156,2025-01-02,TikTok,Variant,35-44,Mobile
U06157,2025-01-29,TikTok,Control,25-34,Desktop
U06158,2025-02-26,TikTok,Control,25-34,Mobile
U06159,2025-02-06,TikTok,Control,45+,Mobile
U06160,2025-02-04,Organic,Variant,25-34,Desktop
U06161,2025-01-30,Referral,Variant,25-34,Desktop
U06162,2025-01-25,TikTok,Control,25-34,Tablet
U06163,2025-03-04,TikTok,Control,18-24,Desktop
U06164,2025-02-25,Google Ads,Variant,45+,Mobile
U06165,2025-03-19,Facebook,Variant,25-34,Desktop
U06166,2025-01-01,Instagram,Control,35-44,Desktop
U06167,2025-02-26,TikTok,Control,45+,Mobile
U06168,2025-02-20,TikTok,Control,35-44,Tablet
U06169,2025-02-14,Facebook,Variant,18-24,Tablet
U06170,2025-02-06,Organic,Control,25-34,Mobile
U06171,2025-03-05,Facebook,Variant,18-24,Mobile
U06172,2025-01-17,Google Ads,Control,25-34,Mobile
U06173,2025-02-24,Facebook,Variant,18-24,Tablet
U06174,2025-01-08,Instagram,Variant,45+,Desktop
U06175,2025-01-30,Facebook,Variant,45+,Mobile
U06176,2025-03-10,TikTok,Control,25-34,Mobile
U06177,2025-03-17,Google Ads,Control,45+,Mobile
U06178,2025-02-28,Google Ads,Variant,45+,Mobile
U06179,2025-03-08,Google Ads,Control,45+,Mobile
U06180,2025-03-13,Facebook,Control,35-44,Mobile
U06181,2025-03-10,Facebook,Control,18-24,Mobile
U06182,2025-03-20,Facebook,Variant,35-44,Mobile
U06183,2025-03-20,TikTok,Control,18-24,Desktop
U06184,2025-03-25,TikTok,Control,35-44,Mobile
U06185,2025-03-10,TikTok,Variant,18-24,Mobile
U06186,2025-03-12,TikTok,Variant,25-34,Tablet
U06187,2025-02-27,Referral,Control,18-24,Mobile
U06188,2025-02-24,Google Ads,Control,18-24,Desktop
U06189,2025-03-07,Referral,Variant,45+,Mobile
U06190,2025-02-09,Facebook,Variant,25-34,Mobile
U06191,2025-03-25,Organic,Variant,35-44,Mobile
U06192,2025-02-05,TikTok,Control,35-44,Mobile
U06193,2025-01-12,TikTok,Control,45+,Mobile
U06194,2025-03-16,Facebook,Control,45+,Mobile
U06195,2025-01-03,Facebook,Control,45+,Mobile
U06196,2025-02-15,Google Ads,Variant,45+,Desktop
U06197,2025-01-30,Google Ads,Control,18-24,Mobile
U06198,2025-03-01,Instagram,Variant,35-44,Mobile
U06199,2025-02-25,Google Ads,Variant,45+,Desktop
U06200,2025-02-01,Instagram,Control,18-24,Mobile
U06201,2025-03-21,Facebook,Variant,25-34,Desktop
U06202,2025-02-14,Google Ads,Variant,35-44,Mobile
U06203,2025-03-10,Instagram,Control,25-34,Mobile
U06204,2025-02-09,Facebook,Control,25-34,Mobile
U06205,2025-02-06,Facebook,Control,25-34,Desktop
U06206,2025-03-26,Facebook,Control,18-24,Desktop
U06207,2025-01-28,Google Ads,Variant,35-44,Mobile
U06208,2025-03-18,Google Ads,Control,45+,Mobile
U06209,2025-03-01,Instagram,Variant,18-24,Desktop
U06210,2025-01-08,Google Ads,Control,45+,Mobile
U06211,2025-02-10,TikTok,Variant,25-34,Mobile
U06212,2025-02-12,Facebook,Control,25-34,Desktop
U06213,2025-02-18,Google Ads,Control,45+,Mobile
U06214,2025-02-28,Facebook,Control,25-34,Mobile
U06215,2025-02-07,Facebook,Variant,18-24,Mobile
U06216,2025-01-25,TikTok,Variant,35-44,Tablet
U06217,2025-01-07,Instagram,Control,18-24,Mobile
U06218,2025-01-18,Facebook,Control,35-44,Mobile
U06219,2025-03-16,Organic,Control,35-44,Mobile
U06220,2025-01-31,Organic,Variant,18-24,Mobile
U06221,2025-01-17,Facebook,Variant,18-24,Mobile
U06222,2025-03-30,TikTok,Variant,45+,Mobile
U06223,2025-02-19,Referral,Variant,25-34,Tablet
U06224,2025-03-16,Facebook,Variant,35-44,Mobile
U06225,2025-01-19,Instagram,Variant,25-34,Mobile
U06226,2025-02-16,TikTok,Variant,35-44,Mobile
U06227,2025-02-17,TikTok,Variant,25-34,Mobile
U06228,2025-01-14,Facebook,Variant,35-44,Mobile
U06229,2025-03-11,Facebook,Variant,25-34,Mobile
U06230,2025-03-06,Facebook,Variant,18-24,Mobile
U06231,2025-03-04,Google Ads,Control,45+,Mobile
U06232,2025-02-09,Facebook,Variant,25-34,Desktop
U06233,2025-03-27,Instagram,Variant,35-44,Mobile
U06234,2025-02-04,Google Ads,Variant,25-34,Desktop
U06235,2025-03-16,Google Ads,Variant,35-44,Desktop
U06236,2025-01-26,TikTok,Variant,45+,Tablet
U06237,2025-03-02,Instagram,Variant,35-44,Mobile
U06238,2025-01-08,TikTok,Control,25-34,Mobile
U06239,2025-03-14,Facebook,Variant,35-44,Mobile
U06240,2025-03-07,TikTok,Variant,25-34,Mobile
U06241,2025-01-04,Facebook,Control,35-44,Desktop
U06242,2025-03-04,Facebook,Control,35-44,Mobile
U06243,2025-02-20,Referral,Variant,18-24,Desktop
U06244,2025-03-25,TikTok,Variant,45+,Mobile
U06245,2025-01-11,Facebook,Variant,18-24,Mobile
U06246,2025-01-03,Google Ads,Control,35-44,Mobile
U06247,2025-01-10,Referral,Variant,35-44,Mobile
U06248,2025-01-26,TikTok,Variant,18-24,Desktop
U06249,2025-02-03,Google Ads,Control,45+,Mobile
U06250,2025-02-04,Instagram,Variant,25-34,Mobile
U06251,2025-01-27,Facebook,Control,35-44,Mobile
U06252,2025-01-18,Google Ads,Variant,25-34,Mobile
U06253,2025-03-21,Google Ads,Variant,35-44,Mobile
U06254,2025-02-22,TikTok,Control,35-44,Tablet
U06255,2025-02-02,Instagram,Variant,18-24,Mobile
U06256,2025-01-18,Facebook,Control,35-44,Desktop
U06257,2025-01-04,TikTok,Variant,18-24,Mobile
U06258,2025-03-21,TikTok,Control,18-24,Mobile
U06259,2025-03-09,Google Ads,Variant,45+,Mobile
U06260,2025-03-26,Facebook,Control,18-24,Mobile
U06261,2025-02-13,TikTok,Control,18-24,Desktop
U06262,2025-01-17,TikTok,Control,18-24,Mobile
U06263,2025-02-14,Facebook,Control,18-24,Mobile
U06264,2025-01-05,Instagram,Control,35-44,Mobile
U06265,2025-01-10,Instagram,Control,25-34,Desktop
U06266,2025-02-10,Google Ads,Variant,45+,Tablet
U06267,2025-02-06,Facebook,Variant,35-44,Mobile
U06268,2025-03-28,Google Ads,Variant,25-34,Mobile
U06269,2025-03-31,Organic,Control,18-24,Tablet
U06270,2025-02-02,TikTok,Control,45+,Mobile
U06271,2025-01-20,TikTok,Variant,35-44,Desktop
U06272,2025-03-22,Referral,Control,25-34,Tablet
U06273,2025-03-14,Referral,Control,35-44,Desktop
U06274,2025-01-22,Google Ads,Variant,18-24,Desktop
U06275,2025-01-24,Facebook,Control,18-24,Mobile
U06276,2025-02-28,Facebook,Control,25-34,Mobile
U06277,2025-02-27,Referral,Control,25-34,Mobile
U06278,2025-03-11,Facebook,Variant,18-24,Mobile
U06279,2025-02-27,Organic,Variant,45+,Mobile
U06280,2025-01-29,TikTok,Variant,18-24,Mobile
U06281,2025-01-12,Referral,Variant,45+,Mobile
U06282,2025-03-08,TikTok,Variant,25-34,Mobile
U06283,2025-01-29,Facebook,Variant,25-34,Mobile
U06284,2025-03-01,Instagram,Control,18-24,Desktop
U06285,2025-03-17,Facebook,Control,18-24,Desktop
U06286,2025-01-30,Instagram,Control,35-44,Mobile
U06287,2025-01-28,TikTok,Control,25-34,Desktop
U06288,2025-03-15,Facebook,Variant,25-34,Mobile
U06289,2025-01-06,Google Ads,Control,18-24,Mobile
U06290,2025-03-31,Instagram,Control,18-24,Mobile
U06291,2025-02-15,Referral,Variant,18-24,Mobile
U06292,2025-03-04,Facebook,Control,45+,Desktop
U06293,2025-03-01,TikTok,Variant,35-44,Mobile
U06294,2025-03-23,Instagram,Variant,25-34,Mobile
U06295,2025-03-29,Google Ads,Variant,35-44,Mobile
U06296,2025-01-27,Google Ads,Variant,45+,Mobile
U06297,2025-03-29,Google Ads,Control,45+,Desktop
U06298,2025-03-27,Google Ads,Control,18-24,Mobile
U06299,2025-03-09,Google Ads,Control,18-24,Mobile
U06300,2025-01-18,Referral,Control,45+,Mobile
U06301,2025-03-05,Organic,Control,18-24,Mobile
U06302,2025-02-13,TikTok,Variant,25-34,Mobile
U06303,2025-01-23,TikTok,Variant,18-24,Mobile
U06304,2025-01-18,Referral,Control,25-34,Desktop
U06305,2025-01-12,Instagram,Variant,45+,Mobile
U06306,2025-01-17,Facebook,Control,45+,Desktop
U06307,2025-01-08,Google Ads,Variant,35-44,Mobile
U06308,2025-03-26,Instagram,Variant,25-34,Mobile
U06309,2025-01-02,Facebook,Control,35-44,Mobile
U06310,2025-02-05,TikTok,Variant,25-34,Mobile
U06311,2025-01-16,TikTok,Control,25-34,Tablet
U06312,2025-03-09,Referral,Variant,35-44,Mobile
U06313,2025-02-09,Facebook,Control,25-34,Mobile
U06314,2025-02-22,Facebook,Variant,18-24,Mobile
U06315,2025-03-28,Instagram,Control,25-34,Mobile
U06316,2025-02-23,Referral,Variant,45+,Mobile
U06317,2025-03-28,Instagram,Control,25-34,Desktop
U06318,2025-01-17,Google Ads,Variant,25-34,Mobile
U06319,2025-03-13,Facebook,Variant,35-44,Mobile
U06320,2025-01-11,Google Ads,Control,18-24,Mobile
U06321,2025-01-24,TikTok,Control,18-24,Tablet
U06322,2025-03-10,Facebook,Variant,25-34,Mobile
U06323,2025-01-12,Organic,Control,18-24,Mobile
U06324,2025-02-13,Organic,Variant,45+,Mobile
U06325,2025-03-26,Facebook,Variant,25-34,Desktop
U06326,2025-01-22,TikTok,Control,45+,Desktop
U06327,2025-02-25,TikTok,Control,45+,Mobile
U06328,2025-01-06,TikTok,Control,35-44,Tablet
U06329,2025-02-19,Instagram,Control,25-34,Mobile
U06330,2025-01-14,Facebook,Variant,18-24,Desktop
U06331,2025-02-20,Facebook,Variant,25-34,Desktop
U06332,2025-02-09,Google Ads,Control,45+,Mobile
U06333,2025-02-10,TikTok,Control,25-34,Mobile
U06334,2025-02-01,Facebook,Control,35-44,Mobile
U06335,2025-01-25,Facebook,Control,35-44,Desktop
U06336,2025-02-06,Instagram,Control,18-24,Mobile
U06337,2025-03-15,Facebook,Variant,25-34,Mobile
U06338,2025-01-04,Instagram,Control,45+,Mobile
U06339,2025-01-20,Facebook,Variant,18-24,Tablet
U06340,2025-01-26,Instagram,Variant,25-34,Mobile
U06341,2025-01-01,Facebook,Variant,18-24,Mobile
U06342,2025-02-23,Google Ads,Variant,35-44,Mobile
U06343,2025-01-09,Facebook,Control,45+,Mobile
U06344,2025-02-14,Google Ads,Control,35-44,Desktop
U06345,2025-01-21,TikTok,Variant,18-24,Mobile
U06346,2025-01-06,Facebook,Control,18-24,Mobile
U06347,2025-01-02,TikTok,Control,35-44,Desktop
U06348,2025-03-19,TikTok,Variant,35-44,Mobile
U06349,2025-02-14,TikTok,Variant,35-44,Tablet
U06350,2025-02-14,Instagram,Control,45+,Mobile
U06351,2025-01-17,TikTok,Variant,25-34,Mobile
U06352,2025-03-19,Organic,Control,45+,Mobile
U06353,2025-01-30,Facebook,Control,35-44,Mobile
U06354,2025-02-04,TikTok,Control,45+,Desktop
U06355,2025-02-14,TikTok,Variant,35-44,Desktop
U06356,2025-03-08,Instagram,Control,18-24,Mobile
U06357,2025-01-09,TikTok,Control,25-34,Mobile
U06358,2025-03-01,Facebook,Control,45+,Mobile
U06359,2025-01-22,Instagram,Variant,18-24,Mobile
U06360,2025-01-30,Facebook,Variant,35-44,Mobile
U06361,2025-02-19,Referral,Variant,18-24,Desktop
U06362,2025-02-10,TikTok,Control,25-34,Desktop
U06363,2025-03-17,Instagram,Control,18-24,Tablet
U06364,2025-03-27,Facebook,Control,35-44,Mobile
U06365,2025-01-21,Instagram,Control,25-34,Mobile
U06366,2025-01-30,Facebook,Variant,45+,Mobile
U06367,2025-01-21,Referral,Control,45+,Mobile
U06368,2025-02-04,Organic,Variant,18-24,Mobile
U06369,2025-02-01,Organic,Control,25-34,Mobile
U06370,2025-02-26,Google Ads,Control,45+,Desktop
U06371,2025-02-13,Facebook,Control,35-44,Mobile
U06372,2025-01-13,Organic,Control,35-44,Mobile
U06373,2025-03-21,Facebook,Control,18-24,Desktop
U06374,2025-01-04,Referral,Control,25-34,Mobile
U06375,2025-03-12,TikTok,Control,45+,Mobile
U06376,2025-01-21,Instagram,Variant,25-34,Mobile
U06377,2025-03-03,Organic,Control,35-44,Desktop
U06378,2025-01-25,Facebook,Control,45+,Mobile
U06379,2025-03-23,Organic,Control,25-34,Mobile
U06380,2025-01-18,TikTok,Variant,35-44,Mobile
U06381,2025-01-16,TikTok,Variant,35-44,Mobile
U06382,2025-01-05,Facebook,Variant,18-24,Mobile
U06383,2025-03-09,Facebook,Variant,45+,Tablet
U06384,2025-02-10,Organic,Control,45+,Desktop
U06385,2025-02-11,Facebook,Control,45+,Mobile
U06386,2025-01-20,Instagram,Variant,45+,Mobile
U06387,2025-02-04,Organic,Variant,18-24,Mobile
U06388,2025-01-06,Organic,Control,18-24,Mobile
U06389,2025-03-14,Organic,Control,45+,Desktop
U06390,2025-02-24,Google Ads,Variant,18-24,Mobile
U06391,2025-02-08,Facebook,Control,45+,Mobile
U06392,2025-01-21,TikTok,Control,45+,Tablet
U06393,2025-02-07,TikTok,Control,25-34,Mobile
U06394,2025-03-01,Instagram,Variant,25-34,Mobile
U06395,2025-01-16,Google Ads,Control,25-34,Mobile
U06396,2025-01-28,Google Ads,Variant,35-44,Mobile
U06397,2025-03-15,Google Ads,Control,25-34,Mobile
U06398,2025-02-01,Facebook,Variant,25-34,Tablet
U06399,2025-01-12,TikTok,Control,18-24,Mobile
U06400,2025-01-19,Facebook,Variant,45+,Mobile
U06401,2025-01-11,Organic,Variant,35-44,Mobile
U06402,2025-01-10,Facebook,Control,35-44,Mobile
U06403,2025-03-03,Google Ads,Control,35-44,Mobile
U06404,2025-03-14,Facebook,Variant,18-24,Tablet
U06405,2025-03-15,Facebook,Control,25-34,Mobile
U06406,2025-02-23,Google Ads,Variant,18-24,Mobile
U06407,2025-03-03,Facebook,Control,45+,Mobile
U06408,2025-01-14,Facebook,Control,25-34,Mobile
U06409,2025-01-17,Google Ads,Variant,45+,Mobile
U06410,2025-02-11,Google Ads,Control,18-24,Desktop
U06411,2025-01-24,Facebook,Variant,35-44,Mobile
U06412,2025-01-24,Google Ads,Control,35-44,Mobile
U06413,2025-02-06,Referral,Variant,18-24,Mobile
U06414,2025-01-28,Instagram,Control,45+,Mobile
U06415,2025-03-21,Organic,Variant,35-44,Tablet
U06416,2025-01-28,TikTok,Variant,35-44,Desktop
U06417,2025-02-23,Facebook,Control,18-24,Tablet
U06418,2025-01-12,Google Ads,Variant,25-34,Mobile
U06419,2025-01-17,Facebook,Control,25-34,Mobile
U06420,2025-01-01,Facebook,Control,35-44,Mobile
U06421,2025-02-25,Facebook,Variant,25-34,Tablet
U06422,2025-03-10,TikTok,Variant,25-34,Mobile
U06423,2025-02-03,Facebook,Control,25-34,Tablet
U06424,2025-02-26,Facebook,Variant,18-24,Mobile
U06425,2025-02-07,Instagram,Control,45+,Mobile
U06426,2025-02-01,Google Ads,Variant,25-34,Tablet
U06427,2025-01-14,Instagram,Variant,25-34,Desktop
U06428,2025-02-25,Google Ads,Control,45+,Mobile
U06429,2025-03-21,Instagram,Control,18-24,Mobile
U06430,2025-02-02,Facebook,Variant,25-34,Desktop
U06431,2025-03-05,Facebook,Control,35-44,Desktop
U06432,2025-01-09,Google Ads,Control,35-44,Mobile
U06433,2025-02-08,Facebook,Control,18-24,Tablet
U06434,2025-03-26,Facebook,Variant,25-34,Mobile
U06435,2025-02-04,Facebook,Control,35-44,Mobile
U06436,2025-01-29,Google Ads,Variant,18-24,Mobile
U06437,2025-02-26,Facebook,Control,18-24,Desktop
U06438,2025-02-24,Organic,Variant,35-44,Mobile
U06439,2025-01-18,Instagram,Variant,45+,Mobile
U06440,2025-01-07,Google Ads,Control,18-24,Tablet
U06441,2025-01-03,Facebook,Control,18-24,Mobile
